amount,case_reference,ccd_case_number,service_type,payment_channel,payment_method,payment_link_id,reference,s2s_service_name,fee_amount
25,8352b5e0-7cb4-400a-b083-39425c9c579a,1616459818666218,Civil Money Claims,online,card,300153,RC-1616-4598-1874-5368,cmc_claim_store,null
25,a2a3e3af-9d64-49b6-bdd2-1f279c12e9ef,1616459824459707,Civil Money Claims,online,card,300159,RC-1616-4598-2496-1074,cmc_claim_store,null
25,cd0f6675-4635-4957-a81f-d50a54f527bd,1616460027186246,Civil Money Claims,online,card,300384,RC-1616-4600-2727-3721,cmc_claim_store,null
25,94ed8929-1e04-457b-8522-45bb1226cc6c,1616459833980503,Civil Money Claims,online,card,300169,RC-1616-4598-3400-2513,cmc_claim_store,null
25,5b29ecd3-b8e9-4f36-a3cd-7460b117ae75,1616459836323396,Civil Money Claims,online,card,300172,RC-1616-4598-3661-2251,cmc_claim_store,null
25,659f1482-360a-46ab-8212-5af1178d15ef,1616459843478191,Civil Money Claims,online,card,300179,RC-1616-4598-4352-4606,cmc_claim_store,null
25,ac10572f-149c-4bcd-b49b-cec89f014690,1616459918115769,Civil Money Claims,online,card,300244,RC-1616-4599-1821-2327,cmc_claim_store,null
25,22f7ab92-9c09-44e4-b616-63b7d51ce753,1616459848180206,Civil Money Claims,online,card,300184,RC-1616-4598-4828-6680,cmc_claim_store,null
25,29bb48e0-50d0-41d9-bba4-e0cbff76083f,1616459945443341,Civil Money Claims,online,card,300293,RC-1616-4599-4555-6688,cmc_claim_store,null
25,37770cd9-345b-40ac-b38c-8346b7603ca9,1616459950524183,Civil Money Claims,online,card,300297,RC-1616-4599-5065-5144,cmc_claim_store,null
25,1c484814-da52-41db-a90d-ef225353ac45,1616459950786709,Civil Money Claims,online,card,300298,RC-1616-4599-5085-4069,cmc_claim_store,null
25,3f339cca-6f40-4bcf-84a9-2d3fb889e8fa,1616459917282206,Civil Money Claims,online,card,300231,RC-1616-4599-1731-3357,cmc_claim_store,null
25,d88da914-273d-4e6c-814f-d9f47ae424a0,1616459963854692,Civil Money Claims,online,card,300312,RC-1616-4599-6412-3501,cmc_claim_store,null
25,87288a62-23ef-4843-adbe-cc3391b58af1,1616459930703840,Civil Money Claims,online,card,300261,RC-1616-4599-3084-7050,cmc_claim_store,null
25,9ec6bb2e-fb89-427f-833a-77250e29d4c6,1616459979377712,Civil Money Claims,online,card,300330,RC-1616-4599-7969-2490,cmc_claim_store,null
25,423425ff-a44b-458b-af29-b042110baa6f,1616459989842614,Civil Money Claims,online,card,300342,RC-1616-4599-9000-8536,cmc_claim_store,null
25,1f30b74f-ac63-4f40-b4d0-a74921fdc950,1616460031622855,Civil Money Claims,online,card,300389,RC-1616-4600-3176-0150,cmc_claim_store,null
25,e29eebcb-163e-4f08-b1de-0086c9abb2d1,1616460005321302,Civil Money Claims,online,card,300360,RC-1616-4600-0549-8100,cmc_claim_store,null
25,4026ea64-309d-41d6-bb65-fa4204ae1634,1616460022621411,Civil Money Claims,online,card,300377,RC-1616-4600-2271-4034,cmc_claim_store,null
105,57a2966b-63f4-413a-ae6e-3416b4419a97,1623361226107663,Civil Money Claims,online,card,313534,RC-1623-3612-2628-0502,cmc_claim_store,null
25,f4097165-72bd-4952-985a-b5dbb4e27b03,1616459818756142,Civil Money Claims,online,card,300154,RC-1616-4598-1882-2464,cmc_claim_store,null
25,88b2ad5e-cbcc-4f78-9846-1c5f432e7f86,1616459847315803,Civil Money Claims,online,card,300183,RC-1616-4598-4743-9579,cmc_claim_store,null
25,7b5aa0d5-a2de-465f-b2f1-97cfe5dfc654,1616459853415448,Civil Money Claims,online,card,300190,RC-1616-4598-5363-8684,cmc_claim_store,null
25,51cd5899-c8d8-428d-ae56-4b049dc5a69b,1616459819020787,Civil Money Claims,online,card,300155,RC-1616-4598-1903-8011,cmc_claim_store,null
25,4f0f67d4-b087-4e11-a8d9-a5409ac70d52,1616459826447890,Civil Money Claims,online,card,300163,RC-1616-4598-2663-0537,cmc_claim_store,null
25,a026baf4-060c-44da-8252-9bf1248f88e4,1616459953829936,Civil Money Claims,online,card,300302,RC-1616-4599-5397-9756,cmc_claim_store,null
25,d448b8ca-eb6f-44d0-b7ce-b15396ba7410,1616459839736743,Civil Money Claims,online,card,300174,RC-1616-4598-3988-5425,cmc_claim_store,null
25,4b05420e-71db-4588-a9ad-b3c198228ec2,1616459930833019,Civil Money Claims,online,card,300263,RC-1616-4599-3096-4392,cmc_claim_store,null
25,dcacf00f-0a3e-4a70-be8e-9da92f2918d9,1616459856773629,Civil Money Claims,online,card,300194,RC-1616-4598-5689-8681,cmc_claim_store,null
25,fe7d1020-5484-43e2-ad62-6e18c02736a2,1616459859371991,Civil Money Claims,online,card,300198,RC-1616-4598-5944-9185,cmc_claim_store,null
25,e3c21712-ca4b-49c0-bb96-3d2f308fbe1f,1616459873035044,Civil Money Claims,online,card,300214,RC-1616-4598-7319-5822,cmc_claim_store,null
25,d6535f4c-66be-49e5-9387-6a9f95c2f3a5,1616459877579096,Civil Money Claims,online,card,300217,RC-1616-4598-7771-6862,cmc_claim_store,null
25,da087a24-da62-4745-81a6-6bcc77383ccc,1616459917943971,Civil Money Claims,online,card,300240,RC-1616-4599-1801-5415,cmc_claim_store,null
25,c9aea399-04fb-44e1-9234-0e30f512a06e,1616459918060742,Civil Money Claims,online,card,300246,RC-1616-4599-1831-2770,cmc_claim_store,null
25,19a05e75-2f37-46a3-83c7-2b7955421246,1616459932910377,Civil Money Claims,online,card,300277,RC-1616-4599-3304-1818,cmc_claim_store,null
25,7dde3d8a-7c1a-413d-9e6b-5460ee5effc8,1616459935382368,Civil Money Claims,online,card,300281,RC-1616-4599-3544-0919,cmc_claim_store,null
25,787e8f27-7a68-47d6-b6a6-63e3a2bf0efb,1616459917032072,Civil Money Claims,online,card,300227,RC-1616-4599-1713-5024,cmc_claim_store,null
25,c1823fa7-f68c-43fd-9c60-3c24dcac17bc,1616459917486476,Civil Money Claims,online,card,300236,RC-1616-4599-1773-9262,cmc_claim_store,null
25,5bc9496b-5d62-4c2c-94e2-84dde9a117ab,1616459968582777,Civil Money Claims,online,card,300318,RC-1616-4599-6863-8116,cmc_claim_store,null
25,80e53255-7908-4586-bef8-7d584b951fac,1616459929590166,Civil Money Claims,online,card,300258,RC-1616-4599-2961-5039,cmc_claim_store,null
25,c271653c-8b59-4c5d-ab61-7de77175a7e0,1616459931399648,Civil Money Claims,online,card,300267,RC-1616-4599-3148-5645,cmc_claim_store,null
25,e8098282-920d-4d84-8eae-9645e9995d73,1616459952348292,Civil Money Claims,online,card,300300,RC-1616-4599-5249-7842,cmc_claim_store,null
105,57c12b9c-4fbe-40bd-9c74-3a6a05c3a4be,1623361237159679,Civil Money Claims,online,card,313536,RC-1623-3612-3744-6308,cmc_claim_store,null
25,feef4719-b16e-4f6e-9ef5-81686ffd6887,1616459917330690,Civil Money Claims,online,card,300233,RC-1616-4599-1740-7431,cmc_claim_store,null
25,d0ac9b30-f2ae-4bdc-a27a-1fa46e7e569e,1616459843486384,Civil Money Claims,online,card,300180,RC-1616-4598-4375-7776,cmc_claim_store,null
25,e1d6b0a5-def2-40f5-b974-c371fa51660e,1616459918285752,Civil Money Claims,online,card,300247,RC-1616-4599-1838-9471,cmc_claim_store,null
25,9d43680c-e5f3-4c9f-8877-45f484a8a1dd,1616459823526043,Civil Money Claims,online,card,300156,RC-1616-4598-2367-5212,cmc_claim_store,null
25,8aa68c41-29ea-44a5-82d3-ba83d7d84f9c,1616459824829545,Civil Money Claims,online,card,300160,RC-1616-4598-2511-5878,cmc_claim_store,null
25,ce454809-b676-4975-b0cb-6dfb8075faa6,1616459834633408,Civil Money Claims,online,card,300171,RC-1616-4598-3490-3744,cmc_claim_store,null
25,3c253046-0b16-4186-8e20-b15cacbd9722,1616459919013716,Civil Money Claims,online,card,300251,RC-1616-4599-1919-5133,cmc_claim_store,null
25,ddcf9545-f132-4b0d-b050-578122d69742,1616459843425564,Civil Money Claims,online,card,300178,RC-1616-4598-4354-2962,cmc_claim_store,null
25,67e5a2a8-7047-41d4-ac14-9d4759cc631d,1616459855705333,Civil Money Claims,online,card,300192,RC-1616-4598-5583-1196,cmc_claim_store,null
25,44a8285b-355a-4c2a-86d0-049c194f2493,1616459872086725,Civil Money Claims,online,card,300213,RC-1616-4598-7212-5853,cmc_claim_store,null
25,8984a3f6-c59e-4028-8141-74b158fad541,1616459875667240,Civil Money Claims,online,card,300216,RC-1616-4598-7579-1057,cmc_claim_store,null
25,4f384d92-7cff-4612-bb33-adf541a3f569,1616459881698635,Civil Money Claims,online,card,300222,RC-1616-4598-8176-3264,cmc_claim_store,null
25,d18c6cc6-c6f7-4819-8ce4-bae37a9cd683,1616459930855244,Civil Money Claims,online,card,300265,RC-1616-4599-3095-3114,cmc_claim_store,null
25,9c61ad22-0a6c-412f-98d0-03482b13f510,1616459931879722,Civil Money Claims,online,card,300269,RC-1616-4599-3198-8911,cmc_claim_store,null
25,81d9e49a-677c-440d-baaa-cb8c21281481,1616459934563547,Civil Money Claims,online,card,300279,RC-1616-4599-3461-0488,cmc_claim_store,null
25,ff79c4ed-9bb8-43e6-ab69-0cdf22093385,1616459936681339,Civil Money Claims,online,card,300283,RC-1616-4599-3679-1310,cmc_claim_store,null
25,f4850c9c-b7e9-4c71-a775-efd70da68017,1616459915828307,Civil Money Claims,online,card,300225,RC-1616-4599-1595-1950,cmc_claim_store,null
105,63ea8d51-97c9-46f7-90bc-cf4c4762edc4,1616077884483134,Civil Money Claims,online,card,286253,RC-1616-0778-8515-5764,cmc_claim_store,null
410,648b6e04-d319-49b8-9c5a-b001e4828a83,1616114265496169,Civil Money Claims,online,card,286260,RC-1616-1142-6609-4609,cmc_claim_store,null
60,e8b8bc1f-709a-4946-8c8d-b4d707e0fbe1,1616100536115365,Civil Money Claims,online,card,286254,RC-1616-1005-3718-9468,cmc_claim_store,null
60,777f4c05-bd58-41cc-bcd7-9692974cc396,1616100540900778,Civil Money Claims,online,card,286255,RC-1616-1005-4146-8940,cmc_claim_store,null
410,f312afde-92b3-4511-b238-9cdddcd85106,1616151204413673,Civil Money Claims,online,card,286261,RC-1616-1512-0510-5211,cmc_claim_store,null
25,727b9a88-cc03-4007-8054-af67eb38ddb0,1616104191000862,Civil Money Claims,online,card,286256,RC-1616-1041-9163-1468,cmc_claim_store,null
25,889cb180-bdea-4495-a643-7bcc27d29919,1616104200396699,Civil Money Claims,online,card,286257,RC-1616-1042-0114-6002,cmc_claim_store,null
185,607da7be-6476-49d6-8cc5-7e5b7a0e97c2,1616109365747628,Civil Money Claims,online,card,286258,RC-1616-1093-6647-9437,cmc_claim_store,null
410,33f2debf-6e3b-43f5-8860-2997485abe45,1616110283024751,Civil Money Claims,online,card,286259,RC-1616-1102-8389-0490,cmc_claim_store,null
185,6fd93faa-59a3-4484-a5ac-5d2c5cb6e74f,1616151933913324,Civil Money Claims,online,card,286262,RC-1616-1519-3453-6843,cmc_claim_store,null
105,1ce036bf-94e1-4598-9f2e-a474ff4bf347,1623361242212802,Civil Money Claims,online,card,313537,RC-1623-3612-4242-9992,cmc_claim_store,null
25,876bc7e0-1ca1-40ab-874b-56bac169e271,1616459870088111,Civil Money Claims,online,card,300207,RC-1616-4598-7010-6525,cmc_claim_store,null
105,01220aeb-d300-439f-8143-8c80893d1eb6,1623361351533097,Civil Money Claims,online,card,313552,RC-1623-3613-5169-9161,cmc_claim_store,null
25,315ac59e-5d35-40e4-af6f-f9b0cf8d4426,1616459874577473,Civil Money Claims,online,card,300215,RC-1616-4598-7460-9045,cmc_claim_store,null
105,f0392682-ecee-4063-8254-27a0f0e0159f,1623361359330876,Civil Money Claims,online,card,313553,RC-1623-3613-5954-8584,cmc_claim_store,null
25,1d1e1125-f9f0-4843-b3f8-0f00d1d49ed9,1616459879852251,Civil Money Claims,online,card,300221,RC-1616-4598-7997-2059,cmc_claim_store,null
25,15480a89-019b-4ced-93e5-34c8de5c6998,1616459824335485,Civil Money Claims,online,card,300157,RC-1616-4598-2454-5794,cmc_claim_store,null
25,2de14425-178b-47ab-b2e2-eff1561e7fbe,1616459824568861,Civil Money Claims,online,card,300158,RC-1616-4598-2469-1952,cmc_claim_store,null
25,4d79d7ca-bb2b-43e2-a422-5ede5bab5373,1616459917771943,Civil Money Claims,online,card,300238,RC-1616-4599-1784-9848,cmc_claim_store,null
25,7f876857-aac6-45e1-9113-ec94eb62e2dc,1616459834033385,Civil Money Claims,online,card,300170,RC-1616-4598-3418-2539,cmc_claim_store,null
25,8b484063-8d27-4f5d-883c-0929c4c382c7,1616459918340508,Civil Money Claims,online,card,300249,RC-1616-4599-1842-3932,cmc_claim_store,null
25,37a30d40-d1e4-4a56-bd73-016c02c64bc9,1616459844189060,Civil Money Claims,online,card,300181,RC-1616-4598-4429-5313,cmc_claim_store,null
25,d0a2e9a8-2302-43f2-99dd-79213e6344a9,1616459988807212,Civil Money Claims,online,card,300340,RC-1616-4599-8896-3155,cmc_claim_store,null
25,fa1e0d6f-e9be-46cc-ac8d-681374474f59,1616459857822755,Civil Money Claims,online,card,300196,RC-1616-4598-5795-9789,cmc_claim_store,null
25,0903004a-f130-405b-b12c-5bab0da04442,1616459863992147,Civil Money Claims,online,card,300204,RC-1616-4598-6409-4372,cmc_claim_store,null
25,a84e43b0-013c-411f-a2de-b27f37e39801,1616459968334385,Civil Money Claims,online,card,300317,RC-1616-4599-6845-3342,cmc_claim_store,null
25,48f9eb6f-b4d0-4965-bad4-f17407adf024,1616459917386072,Civil Money Claims,online,card,300232,RC-1616-4599-1746-3251,cmc_claim_store,null
25,79f5967d-92bf-4650-aa62-5c8a3ec3a44d,1616459977998386,Civil Money Claims,online,card,300329,RC-1616-4599-7826-8961,cmc_claim_store,null
25,c7e7aec1-5e87-4056-8506-d5f63fdd0c2a,1616459931937751,Civil Money Claims,online,card,300273,RC-1616-4599-3203-6025,cmc_claim_store,null
25,33d71226-8479-451d-8a58-c6f0108f37bf,1616459931997193,Civil Money Claims,online,card,300274,RC-1616-4599-3213-9464,cmc_claim_store,null
25,7fcfbd5b-9ac0-4632-a48e-c8a53fa6a10a,1616459983745664,Civil Money Claims,online,card,300335,RC-1616-4599-8421-7820,cmc_claim_store,null
25,59b02db9-e4b8-4bc0-8177-3850b5218b23,1616459950909715,Civil Money Claims,online,card,300299,RC-1616-4599-5102-3862,cmc_claim_store,null
25,c96ef374-5328-4a2f-a3b7-8372f5800af1,1616459959334311,Civil Money Claims,online,card,300309,RC-1616-4599-5945-1834,cmc_claim_store,null
25,862390cf-cfcc-43c2-af83-69ce4f328daa,1616459825404173,Civil Money Claims,online,card,300161,RC-1616-4598-2552-4384,cmc_claim_store,null
105,20da9b32-2075-4e7f-b11e-641d784f3de3,1623361266227264,Civil Money Claims,online,card,313539,RC-1623-3612-6636-8290,cmc_claim_store,null
105,5e5b29b7-0b95-4a98-b9dd-9cd00ec16a0f,1623361296741987,Civil Money Claims,online,card,313543,RC-1623-3612-9684-5929,cmc_claim_store,null
25,60324329-0e74-4656-91fd-40eaf683cd87,1616459917166367,Civil Money Claims,online,card,300230,RC-1616-4599-1729-1306,cmc_claim_store,null
25,204e6c2b-266e-4040-998f-c1398450c512,1616459849642212,Civil Money Claims,online,card,300186,RC-1616-4598-4984-3992,cmc_claim_store,null
25,33093ab5-2005-4970-869d-0f5a407461ff,1616459851339954,Civil Money Claims,online,card,300187,RC-1616-4598-5148-8181,cmc_claim_store,null
25,97e6dc27-9abf-4db4-a53f-8b81443bd7ff,1616459871242220,Civil Money Claims,online,card,300210,RC-1616-4598-7135-9842,cmc_claim_store,null
25,646faf08-a48e-429f-865a-965c12852a81,1616459871922789,Civil Money Claims,online,card,300212,RC-1616-4598-7200-7887,cmc_claim_store,null
25,c9e152e3-7417-41b9-a967-f8dc45f09eed,1616459826327720,Civil Money Claims,online,card,300162,RC-1616-4598-2647-9091,cmc_claim_store,null
25,69f35fa9-9b61-4c97-9237-98aeb1c8a316,1616459827765340,Civil Money Claims,online,card,300164,RC-1616-4598-2780-4404,cmc_claim_store,null
25,59d1afc6-2d69-4232-9095-fce1cd508de0,1616459878428350,Civil Money Claims,online,card,300218,RC-1616-4598-7865-5929,cmc_claim_store,null
25,ea5d68b3-6ce3-48a1-bff8-639308528581,1616459879245142,Civil Money Claims,online,card,300220,RC-1616-4598-7936-5585,cmc_claim_store,null
25,7e7ff0d5-8481-4ab9-9f62-c00c1f7cc1fb,1616459831737673,Civil Money Claims,online,card,300166,RC-1616-4598-3188-8773,cmc_claim_store,null
25,9b38b08c-5752-4ed3-9c80-434d7a54105d,1616459839081488,Civil Money Claims,online,card,300173,RC-1616-4598-3910-5378,cmc_claim_store,null
25,8e0c90a7-7152-4a63-b0e0-6f40540547db,1616459918129877,Civil Money Claims,online,card,300243,RC-1616-4599-1824-0963,cmc_claim_store,null
25,bd013901-2479-4ca6-b31d-1f61d0585767,1616459841658240,Civil Money Claims,online,card,300176,RC-1616-4598-4189-6113,cmc_claim_store,null
25,3c111371-1575-4046-aadc-ab54b86006ef,1616459845987611,Civil Money Claims,online,card,300182,RC-1616-4598-4615-0037,cmc_claim_store,null
25,107cde35-2b90-4adb-9a98-aecaa21ffeaa,1616459929584383,Civil Money Claims,online,card,300259,RC-1616-4599-2969-7680,cmc_claim_store,null
25,1ccba05d-cb13-4767-bef1-849c6f951610,1616459860164351,Civil Money Claims,online,card,300199,RC-1616-4598-6026-4623,cmc_claim_store,null
25,6e70759a-9bdc-4e99-b818-594eeff60fb5,1616459860757451,Civil Money Claims,online,card,300200,RC-1616-4598-6085-1064,cmc_claim_store,null
25,22c3996b-4e95-43ea-bc56-2ebb2fc53571,1616459867341978,Civil Money Claims,online,card,300206,RC-1616-4598-6740-2523,cmc_claim_store,null
25,bc937b2d-5009-4bee-baad-b2ac9b3f8af9,1616459930738408,Civil Money Claims,online,card,300262,RC-1616-4599-3081-2237,cmc_claim_store,null
25,c438021f-8619-4f0f-9abd-12c85a6805e4,1616459931572673,Civil Money Claims,online,card,300268,RC-1616-4599-3163-3301,cmc_claim_store,null
25,3d8c39db-9585-4943-b9ea-5cc9909b203b,1616459915065652,Civil Money Claims,online,card,300224,RC-1616-4599-1518-4057,cmc_claim_store,null
105,d0479b57-1948-4caa-8f8a-0fea848d81f3,1623361260124301,Civil Money Claims,online,card,313538,RC-1623-3612-6026-7050,cmc_claim_store,null
25,74c66a34-a9e4-450a-8df3-c46a21863338,1616459863404978,Civil Money Claims,online,card,300202,RC-1616-4598-6354-7230,cmc_claim_store,null
25,07c91d4e-a37b-4c77-b055-46aebd9cea61,1616459865444279,Civil Money Claims,online,card,300205,RC-1616-4598-6558-1450,cmc_claim_store,null
25,57b4f7dd-b31c-4079-acae-8cfa19c50a78,1616459830274280,Civil Money Claims,online,card,300165,RC-1616-4598-3038-3172,cmc_claim_store,null
25,3d0d2d3f-2efd-473a-b44f-2fc9778c117e,1616459870809458,Civil Money Claims,online,card,300208,RC-1616-4598-7091-1007,cmc_claim_store,null
25,9731b7e3-0965-475b-bdb5-954b6832c228,1616459871291565,Civil Money Claims,online,card,300211,RC-1616-4598-7131-6305,cmc_claim_store,null
25,9bdb9b90-d5a9-4128-9481-f135986dc268,1616459918022353,Civil Money Claims,online,card,300241,RC-1616-4599-1812-3417,cmc_claim_store,null
25,0332e2df-b652-4e45-b3b5-53dddaae206d,1616459840999686,Civil Money Claims,online,card,300175,RC-1616-4598-4109-5039,cmc_claim_store,null
25,ff067af8-5861-4eb1-a40b-03fb89aa1ed7,1616459852759556,Civil Money Claims,online,card,300189,RC-1616-4598-5288-8926,cmc_claim_store,null
25,75e5562e-fbb2-4ac6-93c6-008ce4183401,1616459854561935,Civil Money Claims,online,card,300191,RC-1616-4598-5466-8474,cmc_claim_store,null
25,76f99f94-d7b7-4e41-95ac-86f761da7e6e,1616459862520212,Civil Money Claims,online,card,300201,RC-1616-4598-6265-4250,cmc_claim_store,null
25,c3dccd15-b35d-4489-bf86-06219472a82a,1616459927063166,Civil Money Claims,online,card,300256,RC-1616-4599-2714-6425,cmc_claim_store,null
25,2dea31a3-01c5-4a4e-a965-60532a84102e,1616459917327316,Civil Money Claims,online,card,300229,RC-1616-4599-1740-6854,cmc_claim_store,null
25,4a8ce6d2-8654-4eac-ab7f-e0f014d39330,1616459832587622,Civil Money Claims,online,card,300167,RC-1616-4598-3264-4027,cmc_claim_store,null
25,b26ec799-a85a-4f54-8cd9-e05be69ed2f9,1616459920398965,Civil Money Claims,online,card,300252,RC-1616-4599-2043-4315,cmc_claim_store,null
25,f11e0469-1988-4134-a7e7-3c487ae29dc3,1616459833284195,Civil Money Claims,online,card,300168,RC-1616-4598-3335-3370,cmc_claim_store,null
25,6140132c-b994-402c-bca3-8056c6b9da85,1616459842780555,Civil Money Claims,online,card,300177,RC-1616-4598-4289-7755,cmc_claim_store,null
25,7df1f655-1725-4841-84d2-48f8c758b035,1616459930840956,Civil Money Claims,online,card,300264,RC-1616-4599-3095-0235,cmc_claim_store,null
25,ad526043-63c9-472e-bae8-8378ca6617cd,1616459912596808,Civil Money Claims,online,card,300223,RC-1616-4599-1264-4368,cmc_claim_store,null
25,9647615d-3e89-4956-9fb8-1559341d1c9f,1616459941695688,Civil Money Claims,online,card,300289,RC-1616-4599-4172-8117,cmc_claim_store,null
25,12dc0564-63e5-43a2-bc2c-48d87d8909c9,1616158182715318,Civil Money Claims,online,card,286338,RC-1616-1581-8300-4647,cmc_claim_store,null
185,1c6bec6d-8d36-4490-a961-ccd0f04a838f,1616170908762110,Civil Money Claims,online,card,286413,RC-1616-1709-0947-5084,cmc_claim_store,null
105,ebe0fbce-4b00-44e9-a37a-0fc0de710eeb,1623361271071335,Civil Money Claims,online,card,313540,RC-1623-3612-7119-9979,cmc_claim_store,null
25,f2492814-6868-44b4-978c-22d3c80ac2d6,1616459917661177,Civil Money Claims,online,card,300239,RC-1616-4599-1778-4003,cmc_claim_store,null
25,5ed141e1-752e-46a6-9bd2-7f1d8b4eb0d7,1616459918109887,Civil Money Claims,online,card,300242,RC-1616-4599-1828-3237,cmc_claim_store,null
25,91701f63-6f98-4565-a87f-06f14062f034,1616459918387715,Civil Money Claims,online,card,300248,RC-1616-4599-1841-3859,cmc_claim_store,null
25,37aee894-3580-478b-a610-0ee0b5c32e22,1616459848234219,Civil Money Claims,online,card,300185,RC-1616-4598-4832-7310,cmc_claim_store,null
25,fcad7f33-9c38-4b27-ab73-fb3a0cd53ae8,1616459852044355,Civil Money Claims,online,card,300188,RC-1616-4598-5228-4860,cmc_claim_store,null
25,3ecb2628-320f-4ef6-97a8-df35795b7960,1616459856681715,Civil Money Claims,online,card,300195,RC-1616-4598-5694-9252,cmc_claim_store,null
25,ec1f5c7a-8f97-4b86-8698-923d949463c2,1616459870998616,Civil Money Claims,online,card,300209,RC-1616-4598-7101-0676,cmc_claim_store,null
25,3eacff26-bffd-431a-bb64-7c9145ee1414,1616460002749075,Civil Money Claims,online,card,300356,RC-1616-4600-0280-6594,cmc_claim_store,null
25,b8e67858-6efc-45f0-8563-270ca0735f1b,1616459960502161,Civil Money Claims,online,card,300310,RC-1616-4599-6073-0424,cmc_claim_store,null
25,0a754b82-1b70-4e4d-8fd0-6f804ee5be47,1616459923378147,Civil Money Claims,online,card,300254,RC-1616-4599-2341-8737,cmc_claim_store,null
25,833fa10f-3152-4b6e-8366-f80bcd0b32f1,1616460042606905,Civil Money Claims,online,card,300399,RC-1616-4600-4270-7505,cmc_claim_store,null
25,a2c97e8e-f3fc-4fcd-b2f3-dfa5871a8f89,1616459931246393,Civil Money Claims,online,card,300266,RC-1616-4599-3131-5792,cmc_claim_store,null
25,b1a0e1c3-f3f6-4997-a4cc-fecedc2bf841,1616459932076393,Civil Money Claims,online,card,300275,RC-1616-4599-3210-4500,cmc_claim_store,null
25,fb83f84a-4cb2-44e5-b77b-9fed4463deaf,1616459974133359,Civil Money Claims,online,card,300323,RC-1616-4599-7425-4841,cmc_claim_store,null
25,3f75d478-40ee-45d4-ba9a-6ea3b28233b4,1616459938827666,Civil Money Claims,online,card,300285,RC-1616-4599-3892-2046,cmc_claim_store,null
25,7b7a1428-77ce-4c55-a8cc-4eda656aa034,1616459967784168,Civil Money Claims,online,card,300316,RC-1616-4599-6779-2021,cmc_claim_store,null
25,3d13c09c-32e4-4c87-bc4d-f7958642f192,1616459969201609,Civil Money Claims,online,card,300320,RC-1616-4599-6935-5512,cmc_claim_store,null
25,98d8f02f-5e0f-4af2-9dff-e672b09c70c0,1616460009583022,Civil Money Claims,online,card,300364,RC-1616-4600-0983-9879,cmc_claim_store,null
25,20fbbf25-7559-44b0-ade9-015ae10da8c0,1616459977820689,Civil Money Claims,online,card,300327,RC-1616-4599-7792-1156,cmc_claim_store,null
25,f930f258-8ea3-4a09-84fb-e4769f934763,1616459984869398,Civil Money Claims,online,card,300336,RC-1616-4599-8494-6105,cmc_claim_store,null
25,0a081e44-026b-42b2-952f-9dfab3a33d49,1616460038428595,Civil Money Claims,online,card,300395,RC-1616-4600-3856-8440,cmc_claim_store,null
25,52a9307b-6483-4adf-9482-f2efc8c32ce4,1616460008144669,Civil Money Claims,online,card,300363,RC-1616-4600-0829-7434,cmc_claim_store,null
25,c9853ef1-3520-4c27-b676-f0e2a7e1770c,1616460017137464,Civil Money Claims,online,card,300373,RC-1616-4600-1728-2591,cmc_claim_store,null
105,e58f3834-c9aa-4fd9-8f38-bec40ffcb149,1623361277042199,Civil Money Claims,online,card,313541,RC-1623-3612-7715-5413,cmc_claim_store,null
185,17471f78-db8e-4f23-80bf-db5fd10a095b,1616159087934756,Civil Money Claims,online,card,286373,RC-1616-1590-8849-5328,cmc_claim_store,null
105,59716d91-9d81-400e-a649-d97fd06a6446,1623361300080935,Civil Money Claims,online,card,313544,RC-1623-3613-0014-5506,cmc_claim_store,null
25,1c83b752-6df0-4494-b0fe-33173bfb380f,1616459856687019,Civil Money Claims,online,card,300193,RC-1616-4598-5679-5804,cmc_claim_store,null
25,290ddbcf-3a0b-4f8a-af72-148086b412a2,1616459858642624,Civil Money Claims,online,card,300197,RC-1616-4598-5872-3598,cmc_claim_store,null
105,60d5b2ed-81c0-4858-9d5f-3c8d63b075c0,1623361287267125,Civil Money Claims,online,card,313542,RC-1623-3612-8731-1493,cmc_claim_store,null
25,fccc5f92-8c1d-45ab-8485-9c4060d978ee,1616459921966034,Civil Money Claims,online,card,300253,RC-1616-4599-2208-1122,cmc_claim_store,null
25,bc7385b0-d387-43fc-899f-1fdd7efda0e3,1616459974942114,Civil Money Claims,online,card,300324,RC-1616-4599-7501-5001,cmc_claim_store,null
25,f593424c-beb4-43cf-80db-18c0a8258de7,1616459931856985,Civil Money Claims,online,card,300271,RC-1616-4599-3195-7064,cmc_claim_store,null
25,869b149e-09c5-4000-a205-c8ca7344528d,1616459940707989,Civil Money Claims,online,card,300288,RC-1616-4599-4089-4084,cmc_claim_store,null
25,cab75aa8-ccc8-44bc-b54a-9c60321844c6,1616459982298939,Civil Money Claims,online,card,300333,RC-1616-4599-8233-7406,cmc_claim_store,null
25,55c2ccc3-c1a8-463b-a761-bf4f01830296,1616459916322615,Civil Money Claims,online,card,300226,RC-1616-4599-1649-0800,cmc_claim_store,null
25,a4278c7d-a40e-4bf4-9d76-9e051e16a17f,1616459917533400,Civil Money Claims,online,card,300234,RC-1616-4599-1762-3045,cmc_claim_store,null
25,5302c3a2-0315-4313-9210-033a21baf978,1616459918137870,Civil Money Claims,online,card,300245,RC-1616-4599-1823-2812,cmc_claim_store,null
25,b68e747d-3e63-4ac6-a28c-52f784ac0021,1616459924543319,Civil Money Claims,online,card,300255,RC-1616-4599-2462-5397,cmc_claim_store,null
